no,name,rarity,attribute,story,cutin1,cutin2,cutin3
815,[同位六号]シロ,5,光,「白凛竜」が生み出した擬似生物「オラクル」の不完全体。魂の融和が完全では無く分離してしまった事で、その構造特性が既存のそれとは大きく異なり、他のオラクル、また母親である白凛竜からは、決して同位として認識される事は無い。本来であれば即、処分される対象であるが、六号の場合においてはその分離した「黒き魂」が逃亡した為、その魂を導き出す手段として、刻の牢獄に囚われ続けたままとなっている。,刻を、壊す、母,刻も、いずれ、消える,刻に、巡り、祈る
816,[完同体]オラクル,6,光闇,「白凛竜」が生み出した擬似生物。魂を持たず、母体である白凛竜からの定期的な供給を受けることでその命を永らえている。同位の個体が数十存在するが、個としての意志を持たず、母体を含め全てが意識を共有している。白凛竜が存在する限り、数を無限に増やし続けることが出来、また且つオラクルが一体でも生存している限り、その存在地点を鍵として白凛竜は何度でも復活することが出来る。尚、かつて個体数が数千に及んでいた頃は「白竜人」なる種族として認識されていた。,全号ヘ告グ、餌発見,汝、母ノ餌ト成レ
817,[飛艇王]オルガ,5,水,「A・スミス貿易真社」。世界の航路、裏交易の全てを掌握するその組織には「五豪」と呼ばれる五人の幹部たちが存在する。何れも、組織の頭目ギルバ・アポロースに忠誠を尽くす者たちだが、そんな中にあってひときわ忠誠心の高い者が居た。それが誇り高き、疾風のオルガである。彼女はギルバが所有する三船の一つ、天を征く船「ロスト・レイン号」の全権を任されており、其れによって大空を駆け巡っていた。今でも疼く、羽根を喪くした痛みを抱えて。,あの方が、私の全て,疾風に、恐怖しろ,貴様も羽根を喪うがいい
818,[望空王]オルガ,6,水,彼女は昔、空を喪くした。「西の大地」の者たちは彼女を捕えると、地獄のような日々の末、風きり羽根を切り堕とした。鳥と異なり、神経も、そして血管も通る其れを、錆びた刃が切断すると、想像を絶する痛みと血の飛沫、そして己の叫びが彼女自身に降り掛かった。荒い呼吸、止まらぬ涙。痛みの為だけでは無く、二度と空を飛べぬという、絶望、或いは諦念がオルガの心を圧し潰す。彼女の眼は既に、光を失いかけていた。しかしその時、彼が、一羽の鳥と共に姿を現した。,尽くす、私の全てを,疾風を、見せてやる,貴様の羽根を斬り堕とす
819,[黒王]ジュリエット,5,闇,「咎人」と呼ばれる者たちが集う組織「黒の牙」。その組織の長クロノの直属の部下がジュリエットである。ただ、彼自身は咎人では無い。或る魔眼を移植され意思を持った彼の槍が「禁器」に指定されたことで、その所持者たるジュリエットは必然的に咎を背負いし者となり、組織に参入することとなった。常に叩く軽口と、風貌の印象から、組織一「軽い男」として認知されているが、その槍、即ち相棒の「カノッサ」を操る実力は一流であり、ゆえにクロノの信頼を得るに至った。,やっべ、遅刻しちまうッ！,こりゃ先輩にドヤされんな,出番だぜ、カノッサ
820,[密黒王]ジュリエット,6,闇,月が沈む頃、朝日が空に昇る前、真に暗い闇の中、組織が拠点とする城の屋上にジュリエットは居た。無線の周波数をいつも通りの数字に合わせる。雑音に交じり微かに聞こえてくる女の声。ジュリエットは幾つかの、仮に他人が聞いたとしても意味の通じぬ言葉を女と交わす。やがて会話は終わり、無線からは耳障りな雑音のみが流れ続ける。昇り始めた朝日の光に相棒が目を細める中、帝国軍第零大隊副隊長ジュリエット・ロウは、潜入任務の終わりの刻を、一人静かに予感していた。,まーた先輩にドヤされちまう,はいはい了解ッと,頼むぜ、カノッサ,先逝ってますよ……先輩
821,[犠王]ジーク,5,闇,ジークの心は穏やかである。風の無い水面のように波立つ事は決して無い。彼の素顔は数多の傷に覆われており、身体には無数の傷が刻まれ、体内にはいまだ幾つかの鉄片が埋まっている。ジークに何があったのか。しかし彼が過去を語ることは無い。それを聞いても誰も何も得ぬからだ。むしろ要らぬ怯えを与えてしまう。ジークは、他者が心を痛める事を嫌った。痛みを得るのは己一人でもう十分。それがあの時、幼き頃に誓った約束。そして今日もまた新たな傷が彼の体に刻まれる。,俺を……殴れ……,俺の体は……痛まない
822,[犠己王]ジーク,6,闇,少女が前を走っている。幼い彼は必死でそれを追いかける。警報が鳴り響き、紅い光があちらこちらで廻転する。見張り台から、二人目掛けて鋭い光が当てられる。駄目だよそっちに走っていったら。幼い彼が声を上げる。少女は構わず走り続ける。走る。奔る。疾走る。少女まであとわずか。彼と彼女の手と手が触れるその直前、足下からカチリと音がし、それきり世界は音を消した。無数の鉄片、少女の体が弾け、舞い、飛び、幼い彼はそれっきり、大人になるまで目覚めなかった。,俺を……斬れ……,俺の心は……痛まない
823,[美鏡王]ラビリス,5,火,ラビリスは、その日も鏡を眺めていた。母の形見<br class="spacer"><span style="color:#FF1493"><strong>世のこてした満をしたわが光なんへすまい呪は私</strong></span><br class="spacer">のその手鏡には特異は特徴がある。その鏡の中に<br class="spacer"><span style="color:#FF1493"><strong>い追に界世のこを私は私界世のこいた出は私に界</strong></span><br class="spacer">は、常に美しい景色が広がっていた。それは鏡で<br class="spacer"><span style="color:#FF1493"><strong>由理。れこにめ始手のそるす讐復にちた人ためつ</strong></span><br class="spacer">あって、鏡で無い。鏡に映る自分はそのまま、し<br class="spacer"><span style="color:#FF1493"><strong>。すで私るす代交と女のこいなしはし許い無は</strong></span><br class="spacer">かし景色は、全く異なる風景を映し出していた。,とても美しい……世界,此処以外なら何処でも良い
824,[幽鏡王]ラビリス,6,火,ラビリスは、その日も鏡を眺めていた。今日も、<br class="spacer"><span style="color:#FF1493"><strong>んこ。てし出らかここを私、か誰。いた出、だ嫌</strong></span><br class="spacer">鏡の中には美しい風景が広がっている。飢えも、<br class="spacer"><span style="color:#FF1493"><strong>けなま望どな界世の中の鏡、らなのるなにとこな</strong></span><br class="spacer">争いも、音も、匂いも、鏡に映る自分以外の何者<br class="spacer"><span style="color:#FF1493"><strong>話に私の中の鏡、時のあ、日のあ。たっか良ばれ</strong></span><br class="spacer">も存在しない、ただ美しいだけの世界。ラビリス<br class="spacer"><span style="color:#FF1493"><strong>。たっかよばえましてっ割を鏡、時たれらけかし</strong></span><br class="spacer">は、鏡の中の自分に向かって、不気味に笑った。,界世……いし美もてと,讐復の私るま始らかここ
